LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.2
Lattice spacing in x,y,z = 1.4938016 1.4938016 1.4938016
region          box block 0 8 0 8 0 8
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (11.950413 11.950413 11.950413)
  3 by 4 by 4 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (11.950413 11.950413 11.950413)
  create_atoms CPU = 0.001 seconds
mass 1 1.0

velocity all create ${initial_temperature} 10000
velocity all create 3 10000

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 19 19 19
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.064 | 3.064 | 3.064 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   3              0              0              4.4978027      3.5982422    
       500   3.161833       2.3307366      0              7.0711704      38.859984    
      1000   2.9970456      2.2714038      0              6.7647771      38.012195    
      1500   2.9325091      2.2630285      0              6.6596443      38.164122    
      2000   3.0013118      2.2082543      0              6.7080239      37.328302    
      2500   2.9997861      2.2284713      0              6.7259533      38.052605    
      3000   3.0022899      2.1729663      0              6.6742021      36.943367    
      3500   3.0731125      2.2204195      0              6.8278374      38.020164    
      4000   3.0897336      2.3497192      0              6.9820566      38.767877    
      4500   2.947743       2.2733174      0              6.692773       38.152746    
      5000   3.043103       2.3243151      0              6.8867409      38.697655    
      5500   2.8577227      2.3857271      0              6.6702181      38.858182    
      6000   3.0661438      2.2414194      0              6.8383894      37.92434     
      6500   2.9391664      2.1525423      0              6.5591392      36.928257    
      7000   3.0469598      2.2103563      0              6.7785643      37.242514    
      7500   2.9965239      2.2789549      0              6.771546       38.181375    
      8000   3.0154534      2.2416678      0              6.7626392      37.825948    
      8500   2.9578522      2.3335811      0              6.768193       38.93433     
      9000   2.9451176      2.3035422      0              6.7190615      38.157209    
      9500   3.0524703      2.2647606      0              6.8412303      37.595341    
     10000   2.9324259      2.2214054      0              6.6178965      37.538498    
     10500   3.0142026      2.3316745      0              6.8507708      38.580333    
     11000   2.9050727      2.2435024      0              6.5989838      37.348457    
     11500   3.0411173      2.3326223      0              6.8920708      38.487226    
     12000   2.9404089      2.1895303      0              6.59799        37.141887    
     12500   3.07399        2.2838001      0              6.8925336      37.868702    
     13000   2.8702241      2.2673432      0              6.5705771      37.91545     
     13500   3.0149498      2.2756164      0              6.7958328      38.220524    
     14000   2.962439       2.2075734      0              6.6490622      37.055222    
     14500   2.9694214      2.2468199      0              6.698777       37.874881    
     15000   2.9751085      2.2958805      0              6.7563642      38.510643    
     15500   2.9353889      2.4140303      0              6.8149637      39.655003    
     16000   2.9919006      2.2675753      0              6.7532348      38.250502    
     16500   2.9230277      2.4064048      0              6.7888054      39.443826    
     17000   3.1182855      2.2447236      0              6.919868       37.954417    
     17500   2.9664286      2.301898       0              6.7493682      38.374699    
     18000   3.1005953      2.258078       0              6.9067         37.986708    
     18500   3.0082695      2.1836608      0              6.6938617      37.202491    
     19000   3.0240174      2.2653024      0              6.7991137      37.677167    
     19500   2.9997497      2.1740744      0              6.6715019      36.896927    
     20000   2.9732387      2.3394574      0              6.7971377      38.797475    
     20500   3.0400434      2.2798389      0              6.8376775      38.187713    
     21000   2.9669027      2.2473453      0              6.6955264      37.844498    
     21500   2.9899317      2.3231857      0              6.8058935      38.603817    
     22000   3.0299634      2.2289296      0              6.7716556      37.638469    
     22500   2.9326649      2.2966048      0              6.6934542      38.172769    
     23000   3.0609104      2.1878214      0              6.7769451      37.061563    
     23500   2.9937669      2.2073063      0              6.6957639      37.261537    
     24000   3.0237652      2.2669838      0              6.8004169      38.313557    
     24500   3.0851455      2.3771273      0              7.0025859      39.1298      
     25000   2.9692881      2.2689189      0              6.7206762      38.097689    
     25500   3.075273       2.3056153      0              6.9162724      38.980933    
     26000   2.9307924      2.2830335      0              6.6770755      37.871688    
     26500   2.9686912      2.2448371      0              6.6956996      37.935679    
     27000   2.9484653      2.2745524      0              6.6950909      38.077943    
     27500   2.943173       2.4032449      0              6.8158488      39.319439    
     28000   2.9951239      2.2453968      0              6.735889       37.999561    
     28500   2.9664866      2.2493852      0              6.6969423      37.73591     
     29000   3.0427728      2.2210901      0              6.7830208      37.783404    
     29500   3.0216336      2.4095808      0              6.9398181      39.673699    
     30000   2.9681412      2.2906021      0              6.7406401      38.476195    
     30500   2.9880952      2.2423519      0              6.7223062      37.738102    
     31000   3.0341126      2.3806732      0              6.9296198      39.126624    
     31500   3.0200533      2.220877       0              6.748745       37.52436     
